Investigation.Type,Accident.Number,Event.Date,LOCATION,Latitude,Longitude,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Weather.Condition
Accident,WPR13CA117,2013-02-06,"SUNBURST, MT",48.886666,-111.921667,Non-Fatal,Substantial,Cessna,170B,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA116,2013-02-06,"Minden, NV",38.981389,-119.492777,Fatal(1),Destroyed,Cessna,172S,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA115,2013-02-06,"Casa Grande, AZ",32.955833,-111.766111,Fatal(2),Destroyed,Beech,E90,2.0,Turbo Prop,Instructional,VMC
Accident,ANC13LA021,2013-02-05,"KALSKAG, AK",61.536389,-160.341389,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Business,IMC
Accident,WPR13LA113,2013-02-02,"WILCOX, AZ",32.746944,-110.238611,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA112,2013-02-02,"CAMARILLO, CA",34.213889,-119.094444,Non-Fatal,Substantial,Cessna,305A,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA111,2013-02-02,"BOISE, ID",43.564444,-116.222778,Non-Fatal,Substantial,Cessna,T210L,1.0,Reciprocating,Other Work Use,IMC
Accident,WPR13LA108,2013-02-02,"WELLSVILLE, UT",41.791111,-111.851389,Non-Fatal,Substantial,Cessna,175B,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA187,2013-02-02,"OSHKOSH, WI",43.984444,-88.556667,Non-Fatal,Substantial,Champion,7GCAA,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA109,2013-02-01,"BOUNTIFUL, UT",40.869167,-111.926945,Non-Fatal,Substantial,Piper,PA-28-235,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA114,2013-02-01,"WORLAND, WY",43.95,-107.95,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA149A,2013-02-01,"COLLEGE STATION, TX",30.556389,-96.572778,Non-Fatal,Substantial,Cirrus Design Corporation,SR22,1.0,Reciprocating,Business,VMC
Accident,CEN13CA151,2013-02-01,"MURPHYSBORO, IL",37.778056,-89.251944,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,CEN13LA149B,2013-02-01,"College Station, TX",30.556389,-96.572778,Non-Fatal,Minor,Cessna,152,1.0,Reciprocating,Instructional,VMC
Accident,CEN13LA152,2013-01-31,"VICTORIA, TX",28.753611,-96.984166,Non-Fatal,Substantial,Air Tractor Inc,AT-401,1.0,Reciprocating,Aerial Application,VMC
Accident,ERA13LA121,2013-01-27,"YONKERS, NY",40.956667,-73.901667,Non-Fatal,Substantial,Piper,PA-32-260,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA119,2013-01-27,"PALMETTO, FL",27.648333,-82.509722,Non-Fatal,Substantial,Shoemaker James B,KR-2,1.0,Reciprocating,Personal,VMC
Accident,ERA13CA123,2013-01-27,"LANCASTER, PA",40.12,-76.289722,Non-Fatal,Substantial,Piper,PA-32-301,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA144,2013-01-27,"WARSAW, IN",41.271389,-85.837222,Non-Fatal,Substantial,Mooney,M20J,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA106,2013-01-26,"ATWATER, CA",37.375,-120.567778,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Instructional,VMC
Accident,ERA13CA120,2013-01-26,"LAKE CITY, FL",30.152222,-82.659722,Non-Fatal,Substantial,Mallory Christopher L,RV-8,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA101,2013-01-24,"MATLOCK, WA",47.407222,-123.688889,Non-Fatal,Substantial,Cessna,150L,1.0,Reciprocating,Instructional,VMC
Accident,CEN13FA143,2013-01-24,"Richwood, LA",32.456944,-92.075278,Fatal(4),Destroyed,Raytheon Aircraft Company,A36,1.0,Reciprocating,Personal,IMC
Accident,CEN13LA141,2013-01-23,"MCKINNEY, TX",33.177778,-96.588889,Non-Fatal,Substantial,Piper,PA-24-250,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA142,2013-01-23,"PEORIA, IL",40.664167,-89.693333,Non-Fatal,Substantial,Cessna,172S,1.0,Reciprocating,Instructional,VMC
Accident,ERA13LA117,2013-01-22,"DANBURY, CT",41.388055,-73.429723,Non-Fatal,Substantial,Cirrus Design Corp,SR20,1.0,Reciprocating,Instructional,VMC
Accident,WPR13CA097,2013-01-21,"TUCSON, AZ",32.141944,-111.174445,Non-Fatal,Substantial,Cessna,140,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA138,2013-01-20,"ERIE, CO",40.01,-105.047777,Non-Fatal,Substantial,Cessna,170B,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA098,2013-01-19,"MARYSVILLE, CA",39.097777,-121.569723,Non-Fatal,Substantial,Cessna,172F,1.0,Reciprocating,Positioning,VMC
Accident,WPR13FA095,2013-01-19,"BOULDER, UT",37.828334,-111.411111,Fatal(2),Substantial,Cessna,140,1.0,Reciprocating,Personal,VMC
Accident,CEN13FA137,2013-01-19,"MANGUM, OK",35.916667,-99.591944,Fatal(3),Substantial,Beech,95-B55 (T42A),2.0,Reciprocating,Personal,VMC
Accident,WPR13LA094,2013-01-18,"ROCK SPRINGS, WY",41.589722,-109.058889,Non-Fatal,Substantial,Piper,PA-28-235,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA103,2013-01-18,"PORTERVILLE, CA",36.024445,-119.057778,Non-Fatal,Substantial,Cessna,150J,1.0,Reciprocating,Instructional,VMC
Accident,WPR13LA102,2013-01-17,"REDMOND, OR",44.253889,-121.148333,Non-Fatal,Substantial,Cessna,172RG,1.0,Reciprocating,Instructional,VMC
Accident,CEN13CA139,2013-01-17,"PHILLIPSBURG, OH",39.913333,-94.400278,Non-Fatal,Substantial,Piper,PA-24-250,1.0,Reciprocating,Personal,VMC
Accident,ERA13FA115,2013-01-16,"BURLINGTON, NC",36.113611,-79.420556,Fatal(1),Substantial,Pilatus,PC-12/45,1.0,Turbo Prop,Executive/corporate,IMC
Accident,CEN13CA136,2013-01-15,"UPPER SANDUSKY, OH",40.883333,-83.314444,Non-Fatal,Substantial,Aviat,A-1C-180,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA104,2013-01-14,"TORRANCE, CA",33.803333,-118.339444,Non-Fatal,Substantial,Cirrus Design Corp,SR22,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA111,2013-01-13,"DOVER, DE",39.1725,-75.490277,Fatal(1),Substantial,Piper,PA-28R-200,1.0,Reciprocating,Personal,IMC
Accident,ERA13LA113,2013-01-13,"Manteo, NC",35.901111,-75.701389,Fatal(1),Destroyed,Piper,PA-34-200T,2.0,Reciprocating,Personal,IMC
Accident,ERA13LA110,2013-01-12,"WINDER, GA",33.982778,-83.6675,Non-Fatal,Substantial,Piper,PA-28R-180,1.0,Reciprocating,Instructional,VMC
Accident,ERA13FA109,2013-01-12,"Sarasota, FL",27.386111,-82.561944,Fatal(2),Destroyed,Benton Fred D,SEAWIND 3000,1.0,Reciprocating,Personal,VMC
Accident,CEN13FA131,2013-01-12,"Paris, TX",33.6625,-95.547777,Fatal(3),Destroyed,Piper,PA46-500TP,1.0,Turbo Prop,Executive/corporate,IMC
Accident,ERA13LA112,2013-01-11,"BRANDON, FL",27.937777,-82.267778,Non-Fatal,Substantial,Cessna,T182,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA133,2013-01-11,"ANKENY, IA",41.691111,-93.566389,Non-Fatal,Substantial,American General Acft Corp,AG5B,1.0,Reciprocating,Personal,VMC
Accident,CEN13FA130,2013-01-11,"Maxwell, NE",41.201667,-100.470278,Fatal(4),Destroyed,Raytheon Aircraft Company,58,2.0,Reciprocating,Business,IMC
Accident,WPR13CA092,2013-01-10,"LAKE PLEASANT, AZ",33.923889,-112.234444,Non-Fatal,Substantial,Heinz,Rans S-4 Coyote,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA134,2013-01-10,"MORIARTY, NM",34.982223,-106.005,Non-Fatal,Substantial,Mooney,M20C,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA089,2013-01-08,"GEORGETOWN, CA",38.920834,-120.864722,Non-Fatal,Substantial,Stribling James L,RV4,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA088,2013-01-08,"RIALTO, CA",34.129167,-117.401389,Non-Fatal,Substantial,Aeronca,7AC,1.0,Reciprocating,Personal,VMC
Accident,ERA13CA107,2013-01-07,"BEAR BRANCH, KY",37.170556,-83.581945,Non-Fatal,Substantial,Brewer James M,KR2,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA132,2013-01-07,"ANTLERS, OK",34.231111,-95.620834,Non-Fatal,Substantial,Bellanca,17-30A,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA086,2013-01-06,"Woody, CA",35.710278,-118.903889,Fatal(2),Destroyed,Beech,V35A,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA085,2013-01-05,"JULIAN, CA",33.0025,-116.718056,Non-Fatal,Substantial,Jeremiah Jackson,Vans RV-10,1.0,Reciprocating,Personal,VMC
Accident,ANC13CA020,2013-01-05,"SKWENTNA, AK",62.516667,-151.483333,Non-Fatal,Substantial,Cessna,A185E,1.0,Reciprocating,Personal,VMC
Accident,ANC13CA019,2013-01-04,"PALMER, AK",61.905278,-148.923611,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Personal,VMC
Accident,ERA13FA105,2013-01-04,"Palm Coast, FL",29.458889,-81.185555,Fatal(3),Destroyed,Beech,H35,1.0,Reciprocating,Personal,IMC
Accident,WPR13LA082,2013-01-02,"NORTH LAS VEGAS, NV",36.210556,-115.194444,Non-Fatal,Substantial,Piper,PA-60-602P,2.0,Reciprocating,Instructional,VMC
Accident,WPR13FA083,2013-01-02,"OCEANO, CA",35.066111,-120.618334,Fatal(1),Substantial,Luscombe,8A,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA127,2013-01-02,"ELKHART, IN",41.656944,-86.034722,Non-Fatal,Substantial,Luscombe,8,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA079,2013-01-01,"CHILOQUIN, OR",42.574445,-121.873889,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Instructional,VMC
Accident,ERA13FA101,2013-01-01,"Jasper, AL",33.886111,-87.316667,Fatal(3),Destroyed,Piper,PA-30,2.0,Reciprocating,Personal,IMC
Accident,WPR13LA093,2012-12-31,"LAS VEGAS, NV",36.210556,-115.194444,Non-Fatal,Substantial,Kaufmann,VANS RV-10,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA078,2012-12-31,"CHANDLER, AZ",33.268889,-111.811111,Non-Fatal,Substantial,Cessna,210A,1.0,Reciprocating,Personal,VMC
Accident,ERA13CA100,2012-12-31,"RUTLAND, VT",43.684722,-72.950278,Non-Fatal,Substantial,Raytheon Aircraft Company,A36,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA118,2012-12-31,"MC ALLEN, TX",26.172223,-98.236389,Non-Fatal,Substantial,Piper,PA-24-250,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA120,2012-12-30,"HOBART, IN",41.5525,-87.2575,Non-Fatal,Substantial,Robidoux Lionel,WITTMAN W 10,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA076,2012-12-29,"LAKESIDE, CA",32.914722,-116.966389,Fatal(3),Substantial,Mckenzie,LANCAIR IV-P TURBINE,1.0,Turbo Prop,Personal,IMC
Accident,ERA13CA098,2012-12-26,"BRUNSWICK, GA",31.153056,-81.387777,Non-Fatal,Substantial,Mckay Gene,RV-9A,1.0,Reciprocating,Personal,VMC
Accident,ERA13FA096,2012-12-24,"LEESBURG, FL",28.863889,-81.812222,Fatal(1),Substantial,Piper,PA-31-350,2.0,Reciprocating,Personal,VMC
Accident,CEN13LA116,2012-12-24,"SAN ANTONIO, TX",29.570278,-98.468334,Non-Fatal,Substantial,Seguine,Swift II,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA099,2012-12-23,"BOCA RATON, FL",26.373889,-80.104722,Non-Fatal,Substantial,Piper,PA-28RT-201T,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA097,2012-12-23,"LOCK HAVEN, PA",41.5,-77.576389,Non-Fatal,Substantial,Piper,PA-28R-200,1.0,Reciprocating,Personal,VMC
Accident,CEN13TA113,2012-12-21,"OKLAHOMA CITY, OK",35.404167,-97.588611,Non-Fatal,Substantial,Cessna,550,2.0,Turbo Fan,Public Aircraft - Federal,VMC
Accident,CEN13LA110,2012-12-21,"LAS CRUCES, NM",32.254167,-106.876667,Non-Fatal,Substantial,Beech,95-B55 (T42A),2.0,Reciprocating,Personal,VMC
Accident,CEN13CA112,2012-12-21,"EVELETH, MN",47.425,-92.498055,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Instructional,VMC
Accident,ERA13LA095,2012-12-20,"INDIAN TRAIL, NC",35.119167,-80.585555,Non-Fatal,Substantial,Cessna,150J,1.0,Reciprocating,Instructional,VMC
Accident,ERA13CA090,2012-12-20,"HOT SPRINGS, VA",37.950833,-79.833611,Non-Fatal,Substantial,American,AA-5,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA094,2012-12-19,"SARASOTA, FL",27.309722,-82.585277,Non-Fatal,Substantial,Wragg George,SKYBOLT,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA111,2012-12-19,"GRAHAM, TX",33.1125,-98.533889,Non-Fatal,Substantial,Piper,L-18C,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA073,2012-12-19,"Libby, MT",48.320556,-115.475556,Fatal(2),Destroyed,Beech,B100,2.0,Turbo Prop,Business,VMC
Accident,ERA13LA093,2012-12-18,"CALHOUN, GA",34.450556,-84.930556,Fatal(1),Substantial,Russom Roy G,HUMMEL H5,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA109,2012-12-18,"GRAND ISLE, NE",40.958611,-98.289444,Non-Fatal,Substantial,Beech,A23,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA312,2012-12-17,"YOSEMITE VALLEY, CA",37.775,-119.350278,Fatal(1),Substantial,Mooney,M20F,1.0,Reciprocating,Personal,VMC
Accident,ERA13FA088,2012-12-16,"PARKTON, NC",34.872778,-78.952222,Fatal(1),Substantial,Piper,PA-28-160,1.0,Reciprocating,Personal,IMC
Accident,ERA13CA091,2012-12-15,"NEWPORT NEWS, VA",37.131945,-76.493055,Non-Fatal,Substantial,Piper,PA28R,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA106,2012-12-15,"BELLVIEW, TX",29.940833,-96.245,Non-Fatal,Substantial,Cessna,182Q,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA070,2012-12-15,"Ely, NV",39.087222,-114.583611,Fatal(2),Destroyed,Piper,PA-31T1,2.0,Turbo Prop,Personal,VMC
Accident,CEN13FA105,2012-12-14,"AMARILLO, TX",34.949166,-101.580834,Fatal(2),Substantial,Beech,E-90,2.0,Turbo Prop,Personal,IMC
Accident,ERA13CA086,2012-12-13,"MURFREESBORO, TN",35.873056,-86.373056,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Personal,VMC
Accident,CEN13FA100,2012-12-13,"COMBINE, TX",32.510278,-96.503056,Fatal(2),Substantial,Aerovodochody,L-29 DELFIN,1.0,Turbo Jet,Personal,VMC
Accident,ANC13LA016,2012-12-13,"JUNEAU, AK",58.354722,-134.576111,Non-Fatal,Substantial,Cessna,150C,1.0,Reciprocating,Instructional,VMC
Accident,ERA13CA092,2012-12-11,"LYNCHBURG, VA",37.321945,-79.193055,Non-Fatal,Substantial,Liberty Aerospace Incorporated,XL-2,1.0,Reciprocating,Instructional,VMC
Accident,CEN13LA103,2012-12-11,"DEKALB, IL",41.933889,88.705556,Non-Fatal,Substantial,Auman Jl,T-51,1.0,Reciprocating,Flight Test,VMC
Accident,CEN13CA108,2012-12-11,"OKATON, SD",43.886111,-100.891944,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Personal,VMC
Accident,ERA13FA083,2012-12-10,"LAKE PARK, GA",30.713611,-83.182223,Fatal(1),Substantial,Diamond Aircraft Ind Inc,DA 40,1.0,Reciprocating,Business,VMC
Accident,ERA13LA084,2012-12-09,"BRANDON, MS",32.455833,-89.969723,Non-Fatal,Substantial,Merritt Leslie R,KELLY D,1.0,Reciprocating,Instructional,VMC
Accident,ERA13FA082,2012-12-08,"LAKE WORTH, FL",26.601389,-80.075556,Fatal(1),Substantial,Cessna,421C,2.0,Reciprocating,Personal,VMC
Accident,CEN13LA097,2012-12-08,"MOODY, TX",31.190555,-97.407222,Non-Fatal,Substantial,North American,T-28C,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA065,2012-12-07,"TEHACHAPI, CA",35.135,-118.439166,Non-Fatal,Substantial,Bellanca,7ECA,1.0,Reciprocating,Personal,IMC
Accident,CEN13FA101,2012-12-07,"DETROIT LAKES, MN",46.820834,-96.009722,Non-Fatal,Substantial,Cessna,501,2.0,Turbo Fan,Personal,IMC
Accident,CEN13CA093,2012-12-06,"EDEN PRAIRIE, MN",44.823056,-93.455278,Non-Fatal,Substantial,Cirrus,SR22,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA095,2012-12-05,"GURDON, AR",33.923889,-93.168056,Non-Fatal,Substantial,Mooney,M20E,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA091,2012-12-05,"HALFWAY, MO",37.616667,-93.24,Non-Fatal,Substantial,Stinson,108-2,1.0,Reciprocating,Personal,VMC
Accident,ERA13CA079,2012-12-04,"EASTON, MD",38.804167,-76.068889,Non-Fatal,Substantial,Piper,PA-32-300,1.0,Reciprocating,Personal,VMC
Accident,CEN13FA089,2012-12-04,"MANHATTAN, IL",41.380556,-88.008611,Fatal(1),Substantial,Beech,58,2.0,Reciprocating,Aerial Observation,VMC
Accident,ERA13CA081,2012-12-03,"KNOXVILLE, TN",35.801111,-83.984444,Non-Fatal,Substantial,Beech,F90,2.0,Turbo Prop,Instructional,VMC
Accident,WPR13LA063,2012-12-02,"BILLINGS, MT",45.8075,-108.542777,Non-Fatal,Substantial,Aerotek,PITTS S-1T,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA076,2012-12-02,"COLLEGEDALE, TN",35.052778,-85.008611,Fatal(1),Substantial,Cassutt,SPORT RACER,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA088,2012-12-02,"ROCHESTER, MN",43.918889,-92.525556,Non-Fatal,Substantial,Cessna,172M,1.0,Reciprocating,Personal,IMC
Accident,CEN13CA083,2012-12-02,"DURANGO, CO",37.201944,-107.868056,Non-Fatal,Substantial,Mooney Airplane Co Inc,M20TN,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA075,2012-12-02,"Albemarle, NC",35.416667,-80.150556,Non-Fatal,Minor,Cessna,172F,1.0,Reciprocating,Instructional,VMC
Accident,CEN13FA085,2012-12-02,"Greensburg, IN",39.323334,85.516945,Fatal(4),Destroyed,Piper,PA 46-350P,1.0,Reciprocating,Personal,IMC
Accident,WPR13LA062,2012-12-01,"KAHULUI, HI",21.026111,-156.454167,Fatal(1),Substantial,Cessna,172S,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA072,2012-12-01,"CARTHAGE, NC",35.341666,-79.436944,Non-Fatal,Substantial,Hansen David Daniel,RV-4,1.0,Reciprocating,Personal,VMC
Accident,ERA13FA071,2012-12-01,"PAHOKEE, FL",26.771945,-80.668889,Fatal(1),Substantial,Green Gary E,THORP T-18,1.0,Reciprocating,Personal,VMC
Accident,ERA13CA073,2012-12-01,"FORT LAUDERDALE, FL",26.191944,-80.171111,Non-Fatal,Substantial,Beech,B19,1.0,Reciprocating,Instructional,VMC
Accident,CEN13FA082,2012-12-01,"CORRECTIONVILLE, IA",42.449722,-95.816389,Fatal(2),Substantial,Beech,P35,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA090,2012-12-01,"MCKINNEY, TX",33.176945,-96.588611,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA084,2012-12-01,"MELBOURNE, AR",36.071667,-91.839444,Non-Fatal,Substantial,American Champion Aircraft,8KCAB,2.0,Reciprocating,Personal,VMC
Accident,CEN13FA081,2012-11-29,"BLAIR, NE",41.909167,-96.223889,Fatal(1),Substantial,Ercoupe,415-C,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA069,2012-11-28,"MERRITT ISLAND, FL",28.338889,-80.685277,Non-Fatal,Substantial,Lawson J/bowie R/smith M,CA-8,1.0,Turbo Prop,Personal,VMC
Accident,CEN13FA078,2012-11-28,"CLUTIER, IA",42.086111,-92.442222,Fatal(1),Substantial,Taylorcraft,BC12-D,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA076,2012-11-27,"LANSING, MI",42.778611,-84.586111,Non-Fatal,Substantial,Cessna,177RG,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA056,2012-11-26,"SCIO, OR",44.629167,-122.871945,Fatal(2),Substantial,Mcdaniel,RV-6-CH,1.0,Reciprocating,Personal,VMC
Accident,CEN13FA073,2012-11-26,"WELLS, TX",31.470556,-94.940555,Fatal(1),Substantial,Cessna,421C,2.0,Reciprocating,Business,IMC
Accident,WPR13LA052,2012-11-25,"VAN NUYS, CA",34.242777,-118.523611,Non-Fatal,Substantial,Cessna,U206,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA061,2012-11-25,"AURORA, UT",38.953889,-112.124445,Fatal(3),Substantial,Piper,PA28,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA072,2012-11-25,"DERIDDER, LA",30.856667,-93.0,Non-Fatal,Substantial,Beech,S35,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA060,2012-11-24,"PHOENIX, AZ",33.688333,-112.0825,Non-Fatal,Substantial,Piper,PA30,2.0,Reciprocating,Personal,VMC
Accident,WPR13CA055,2012-11-24,"NEEDLES, CA",38.468334,-114.402778,Non-Fatal,Substantial,Piper,PA18,1.0,Reciprocating,Instructional,VMC
Accident,CEN13LA071,2012-11-24,"EAST TROY, WI",42.805278,-88.333611,Non-Fatal,Substantial,Scott,Ironsides,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA077,2012-11-24,"GRAIN VALLEY, MO",39.014444,-94.214722,Non-Fatal,Substantial,Christen Industries Inc,PITTS S-2S,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA050,2012-11-23,"SAN ANDREAS, CA",38.146111,-120.648055,Fatal(1),Substantial,Sater,Coot A-Amphib,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA058,2012-11-23,"TACNA, AZ",32.338055,-113.663611,Fatal(1),Substantial,Piper,PA-28-160,1.0,Reciprocating,Personal,VMC
Accident,ERA13CA067,2012-11-23,"KING GEORGE, VA",38.325556,-77.257222,Non-Fatal,Substantial,Radley Vincent,QUICKSILVER SPORT 2S,1.0,Reciprocating,Personal,VMC
Accident,CEN13FA069,2012-11-21,"MANCELONA, MI",44.91,-84.911111,Fatal(1),Substantial,Cessna,310B,2.0,Reciprocating,Personal,VMC
Accident,CEN13FA067,2012-11-21,"HILLSDALE, MI",41.917223,-84.559167,Fatal(1),Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,VMC
Accident,CEN13FA066,2012-11-21,"WATKINS, CO",39.784166,-104.538055,Fatal(1),Substantial,Brian P North,RAF SE5A Replica,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA047,2012-11-20,"SAN RAFAEL, CA",38.025278,-122.503333,Non-Fatal,Substantial,Cessna,210,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA068,2012-11-20,"SAN ANTONIO, TX",29.284722,-98.498055,Non-Fatal,Substantial,Boeing,A75L3,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA087,2012-11-20,"RED OAK, IA",41.010833,-95.258611,Non-Fatal,Substantial,Cessna,150F,1.0,Reciprocating,Personal,VMC
Accident,ERA13FA064,2012-11-19,"CANTON, CT",41.855556,-72.878056,Fatal(2),Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA063,2012-11-19,"OAK GROVE, LA",32.508889,-92.843889,Fatal(1),Substantial,Redd Tom,QUICKSILVER GT 400,1.0,Reciprocating,Personal,VMC
Accident,ERA13FA062,2012-11-18,"SAVANNAH, GA",31.935277,-81.195555,Fatal(1),Substantial,Cessna,172K,1.0,Reciprocating,Personal,IMC
Accident,CEN13LA062,2012-11-18,"JACKSONVILLE, TX",31.869445,-95.2175,Fatal(1),Substantial,"Jabiru Usa Sport Aircraft, Llc",J250-SP,1.0,Reciprocating,Instructional,VMC
Accident,CEN13CA074,2012-11-18,"POPLAR GROVE, IL",44.322778,-88.836111,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA061,2012-11-17,"GREENWOOD, SC",34.248611,-82.159167,Non-Fatal,Substantial,Cessna,550,2.0,Turbo Fan,Flight Test,VMC
Accident,ERA13LA060,2012-11-17,"WHITE PLAINS, NY",41.05,-73.689444,Non-Fatal,Substantial,Beech,35B33,1.0,Reciprocating,Business,VMC
Accident,WPR13FA053,2012-11-17,"Bondurant, WY",43.008611,-110.563333,Fatal(1),Destroyed,Cessna,182D,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA043,2012-11-16,"SHOW LOW, AZ",34.218889,-109.873889,Non-Fatal,Substantial,Cirrus,SR22,1.0,Reciprocating,Personal,VMC
Accident,ERA13FA059,2012-11-16,"OWLS HEAD, ME",44.056111,-69.103333,Fatal(3),Substantial,Cessna,172N,1.0,Reciprocating,Personal,VMC
Accident,WPR13FA041,2012-11-15,"MORGAN, UT",41.175834,-111.721111,Fatal(1),Substantial,American,AA-1,1.0,Reciprocating,Personal,VMC
Accident,CEN13CA098,2012-11-15,"MOLINE, IL",41.448333,-90.5075,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,VMC
Accident,ERA13LA058,2012-11-14,"LEXINGTON, KY",38.035277,-84.605278,Non-Fatal,Substantial,Cessna,172RG,1.0,Reciprocating,Instructional,VMC
Accident,ERA13LA056,2012-11-13,"CANTON, GA",34.307222,-84.419723,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Personal,VMC
Accident,ERA13FA055,2012-11-13,"JACKSON, MS",32.315556,-90.221389,Fatal(3),Substantial,Piper,PA-32-300,1.0,Reciprocating,Personal,VMC
Accident,CEN13LA057,2012-11-12,"SAN ANTONIO, TX",29.532778,-98.463611,Non-Fatal,Substantial,Cessna,T182T,1.0,Reciprocating,Personal,VMC
Accident,WPR13LA038,2012-11-11,"MARICOPA, AZ",33.011111,-112.281667,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Personal,VMC
Accident,WPR13CA039,2012-11-11,"CARLSBAD, CA",33.128334,-117.28,Non-Fatal,Substantial,Costruzioni Aeronautiche Tecna,P2004 BRAVO,1.0,Reciprocating,Personal,VMC
Accident,ERA13LA053,2012-11-11,"JASPER, GA",34.465278,-84.461944,Non-Fatal,Substantial,Cessna,210,1.0,Reciprocating,Personal,VMC
Accident,ANC13LA009,2012-11-11,"AKIACHAK, AK",60.906389,-161.493055,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Personal,IMC
Accident,WPR13FA037,2012-11-10,"SHAVER LAKE, CA",37.095833,-119.299166,Fatal(2),Substantial,Cessna,421C,2.0,Reciprocating,Personal,VMC
Accident,ERA13LA054B,2012-11-10,"WILLIAMSON, GA",33.161111,-84.361111,Non-Fatal,Substantial,Boeing,E75,1.0,Reciprocating,Personal,VMC
